domain,tier,multiplier,bids,views,clicks,shrunk_rate
mycreativemanner.com,insufficient_data,1.0,1,0,0,0.076994
mycrochetory.com,insufficient_data,1.0,29,1,1,0.057404
myculturedpalate.com,insufficient_data,1.0,9,0,0,0.061201
mydailycuisine.com,insufficient_data,1.0,8,0,0,0.062811
mydailyrecord.com,insufficient_data,1.0,6,0,0,0.066301
mydailysourdoughbread.com,insufficient_data,1.0,24,0,0,0.0442
mydaintykitchen.com,insufficient_data,1.0,4,0,0,0.070201
mydatinghacks.com,insufficient_data,1.0,2,0,0,0.074588
mydeals365.com,insufficient_data,1.0,1,0,0,0.076994
mydelightrecipes.com,insufficient_data,1.0,1,0,0,0.076994
mydesignsinthechaos.com,insufficient_data,1.0,3,0,0,0.072328
mydiasporakitchen.com,insufficient_data,1.0,15,0,0,0.053041
mydigitaldive.com,insufficient_data,1.0,4,0,0,0.070201
mydishtoday.com,insufficient_data,1.0,2,0,0,0.074588
myheartliveshere.com,insufficient_data,1.0,2,0,0,0.074588
myheraldreview.com,insufficient_data,1.0,5,0,0,0.068195
mypokemonteam.com,insufficient_data,1.0,5,0,0,0.068195
mynameissnickerdoodle.com,insufficient_data,1.0,22,0,0,0.0459
mymillennialguide.com,insufficient_data,1.0,1,0,0,0.076994
myminiadventurer.com,insufficient_data,1.0,3,0,0,0.072328
mymoderncookery.com,insufficient_data,1.0,4,0,0,0.070201
mymomsanerd.com,insufficient_data,1.0,2,0,0,0.074588
mymoneyblog.com,insufficient_data,1.0,23,0,0,0.045034
mymorningmocha.com,insufficient_data,1.0,16,0,0,0.051887
mymotherhoodmadeeasy.com,insufficient_data,1.0,13,0,0,0.055508
mymydiy.com,insufficient_data,1.0,4,0,0,0.070201
mynourishedhome.com,insufficient_data,1.0,28,0,0,0.041152
myhomedwelling.com,insufficient_data,1.0,1,0,0,0.076994
myownsweetthyme.com,insufficient_data,1.0,1,0,0,0.076994
myparisitinerary.com,insufficient_data,1.0,1,0,0,0.076994
mypathintheworld.com,insufficient_data,1.0,9,3,3,0.138124
myperfectitinerary.com,insufficient_data,1.0,15,0,0,0.053041
mypinterventures.com,insufficient_data,1.0,20,1,1,0.067736
mypizzacorner.com,insufficient_data,1.0,4,0,0,0.070201
myplantbasedfamily.com,insufficient_data,1.0,4,0,0,0.070201
mypocketkitchen.com,insufficient_data,1.0,13,0,0,0.055508
mymichiganbeach.com,insufficient_data,1.0,2,0,0,0.074588
mylove2create.com,insufficient_data,1.0,7,0,0,0.064509
mylondon.news,insufficient_data,1.0,6,2,2,0.121856
mylittlemoppet.com,insufficient_data,1.0,5,0,0,0.068195
myhomemaderecipe.com,insufficient_data,1.0,6,2,2,0.121856
myhorrynews.com,insufficient_data,1.0,9,0,0,0.061201
myhousingrelief.com,insufficient_data,1.0,2,0,0,0.074588
myinnercreative.com,insufficient_data,1.0,4,0,0,0.070201
myjeepcompass.com,insufficient_data,1.0,5,1,1,0.096766
myjoyonline.com,insufficient_data,1.0,2,0,0,0.074588
mykissradio.com,insufficient_data,1.0,1,1,1,0.109252
mykitchencraze.com,insufficient_data,1.0,1,0,0,0.076994
mykitchenlittle.com,insufficient_data,1.0,16,0,0,0.051887
myklgr.com,insufficient_data,1.0,2,0,0,0.074588
mykneereplacementrecovery.com,insufficient_data,1.0,18,0,0,0.049726
mykukun.com,insufficient_data,1.0,3,1,1,0.102631
mykxlg.com,insufficient_data,1.0,26,7,7,0.167622
myleaderpaper.com,insufficient_data,1.0,1,0,0,0.076994
mylifebygogogoff.com,insufficient_data,1.0,1,0,0,0.076994
mylifesamovie.com,insufficient_data,1.0,3,0,0,0.072328
mylittleeater.com,insufficient_data,1.0,7,1,1,0.091536
mostlyamelie.com,insufficient_data,1.0,2,0,0,0.074588
momlikeyoumeanit.com,insufficient_data,1.0,2,0,0,0.074588
mortonsonthemove.com,insufficient_data,1.0,4,0,0,0.070201
mdxers.org,insufficient_data,1.0,3,1,1,0.102631
mediotiempo.com,insufficient_data,1.0,1,0,0,0.076994
mediumsizedfamily.com,insufficient_data,1.0,27,0,0,0.041874
medmunch.com,insufficient_data,1.0,3,0,0,0.072328
medplux.com,insufficient_data,1.0,4,0,0,0.070201
meetpenny.com,insufficient_data,1.0,18,1,1,0.070559
meetup.com,insufficient_data,1.0,7,0,0,0.064509
meganallenministries.com,insufficient_data,1.0,25,0,0,0.043397
meghanthetravelingteacher.com,insufficient_data,1.0,19,0,0,0.048711
megoonthego.com,insufficient_data,1.0,4,0,0,0.070201
megseverydayindulgence.com,insufficient_data,1.0,6,0,0,0.066301
meikoandthedish.com,insufficient_data,1.0,17,0,0,0.050784
melanielissackinteriors.com,insufficient_data,1.0,6,0,0,0.066301
melaniemakes.com,insufficient_data,1.0,21,0,0,0.0468
melissaerial.com,insufficient_data,1.0,1,0,0,0.076994
melissajanelee.com,insufficient_data,1.0,16,0,0,0.051887
mellowpine.com,insufficient_data,1.0,2,1,1,0.105838
melodyrepeat.com,insufficient_data,1.0,1,0,0,0.076994
melorecipes.com,insufficient_data,1.0,4,0,0,0.070201
melskitchencafe.com,insufficient_data,1.0,1,0,0,0.076994
mediocrechef.com,insufficient_data,1.0,7,0,0,0.064509
medievalchronicles.com,insufficient_data,1.0,9,1,1,0.086842
medicalxpress.com,insufficient_data,1.0,5,0,0,0.068195
mealsyum.com,insufficient_data,1.0,17,3,3,0.114613
mealplanningblueprints.com,insufficient_data,1.0,4,0,0,0.070201
mealplanningmagic.com,insufficient_data,1.0,7,3,3,0.14559
mealpreponfleek.com,insufficient_data,1.0,5,0,0,0.068195
mealsandmunchies.com,insufficient_data,1.0,2,0,0,0.074588
mealshine.com,insufficient_data,1.0,9,1,1,0.086842
mealswithgrandma.com,insufficient_data,1.0,3,0,0,0.072328
mealswithmaggie.com,insufficient_data,1.0,12,0,0,0.056829
mealswithmaria.site,insufficient_data,1.0,15,0,0,0.053041
meandmyinklings.com,insufficient_data,1.0,24,0,0,0.0442
medicalbillingrcm.com,insufficient_data,1.0,5,0,0,0.068195
meaningfulhomeschooling.com,insufficient_data,1.0,2,0,0,0.074588
meanstoexplore.com,insufficient_data,1.0,5,0,0,0.068195
measuringly.com,insufficient_data,1.0,3,0,0,0.072328
mechanicalboost.com,insufficient_data,1.0,1,0,0,0.076994
mechanictimes.com,insufficient_data,1.0,1,1,1,0.109252
medfordalert.com,insufficient_data,1.0,7,2,2,0.118563
mediafire.com,insufficient_data,1.0,2,0,0,0.074588
mediapeanut.com,insufficient_data,1.0,3,0,0,0.072328
memeinge.com,insufficient_data,1.0,5,0,0,0.068195
memory-improvement-tips.com,insufficient_data,1.0,3,0,0,0.072328
mendeserve.com,insufficient_data,1.0,3,0,0,0.072328
mexicanplease.com,insufficient_data,1.0,1,1,1,0.109252
metric-conversions.org,insufficient_data,1.0,10,0,0,0.059671
metrisforum.com,insufficient_data,1.0,2,0,0,0.074588
metropcs.mobi,insufficient_data,1.0,12,0,0,0.056829
metropolisplanet.com,insufficient_data,1.0,3,0,0,0.072328
metropolitangirls.com,insufficient_data,1.0,1,0,0,0.076994
metrowestdailynews.com,insufficient_data,1.0,4,1,1,0.099612
mexconnect.com,insufficient_data,1.0,3,0,0,0.072328
mexicanappetizersandmore.com,insufficient_data,1.0,16,2,2,0.095366
mexicantrain.com,insufficient_data,1.0,16,0,0,0.051887
metalshout.com,insufficient_data,1.0,5,2,2,0.125338
miacookery.com,insufficient_data,1.0,2,0,0,0.074588
miaplates.com,insufficient_data,1.0,10,1,1,0.084671
miaspice.com,insufficient_data,1.0,2,1,1,0.105838
mic.com,insufficient_data,1.0,11,0,0,0.058215
michealadianedesigns.com,insufficient_data,1.0,10,0,0,0.059671
micheldumas.com,insufficient_data,1.0,4,0,0,0.070201
michellejdesigns.com,insufficient_data,1.0,5,0,0,0.068195
michellespartyplanit.com,insufficient_data,1.0,12,2,2,0.104448
metemgee.com,insufficient_data,1.0,28,0,0,0.041152
metalheadzone.com,insufficient_data,1.0,1,0,0,0.076994
mensfitness.com,insufficient_data,1.0,4,0,0,0.070201
merca20.com,insufficient_data,1.0,5,0,0,0.068195
mensgear.net,insufficient_data,1.0,2,0,0,0.074588
menshairstylesnow.com,insufficient_data,1.0,2,0,0,0.074588
mensjournal.com,insufficient_data,1.0,4,1,1,0.099612
menstennisforums.com,insufficient_data,1.0,20,0,0,0.047736
mentalhealthdaily.com,insufficient_data,1.0,22,1,1,0.065131
mentalstyleproject.com,insufficient_data,1.0,1,0,0,0.076994
menuplans.com,insufficient_data,1.0,3,0,0,0.072328
merakimother.com,insufficient_data,1.0,4,0,0,0.070201
mercedescla.org,insufficient_data,1.0,5,0,0,0.068195
metalguitarist.org,insufficient_data,1.0,1,0,0,0.076994
mercedsunstar.com,insufficient_data,1.0,3,0,0,0.072328
mercurycougar.net,insufficient_data,1.0,12,0,0,0.056829
meriahnichols.com,insufficient_data,1.0,1,0,0,0.076994
merriam.com,insufficient_data,1.0,3,0,0,0.072328
merryabouttown.com,insufficient_data,1.0,13,1,1,0.078763
messybunandsun.com,insufficient_data,1.0,1,0,0,0.076994
messybunmotherhood.com,insufficient_data,1.0,3,1,1,0.102631
metal-stop.com,insufficient_data,1.0,6,0,0,0.066301
meagannichole.com,insufficient_data,1.0,17,1,1,0.07206
mcubed.net,insufficient_data,1.0,8,0,0,0.062811
morsecodetranslator.com,insufficient_data,1.0,2,0,0,0.074588
mclarenlife.com,insufficient_data,1.0,1,0,0,0.076994
marialouisedesign.com,insufficient_data,1.0,5,0,0,0.068195
mariaushakova.com,insufficient_data,1.0,12,0,0,0.056829
mariefoodtips.com,insufficient_data,1.0,3,0,0,0.072328
mariefrance.fr,insufficient_data,1.0,1,0,0,0.076994
mariettamonitor.com,insufficient_data,1.0,1,0,0,0.076994
marinij.com,insufficient_data,1.0,15,0,0,0.053041
marisadamore.com,insufficient_data,1.0,6,0,0,0.066301
marisamoore.com,insufficient_data,1.0,29,0,0,0.040455
marisasitaliankitchen.com,insufficient_data,1.0,15,1,1,0.075263
mariskavos.nl,insufficient_data,1.0,29,2,2,0.074353
markellisreviews.com,insufficient_data,1.0,20,0,0,0.047736
marketbeat.com,insufficient_data,1.0,2,0,0,0.074588
marketingartfully.com,insufficient_data,1.0,6,0,0,0.066301
marketwatch.com,insufficient_data,1.0,12,0,0,0.056829
marlydice.com,insufficient_data,1.0,1,0,0,0.076994
marmiton.org,insufficient_data,1.0,10,0,0,0.059671
marocmama.com,insufficient_data,1.0,20,0,0,0.047736
marquitastravels.com,insufficient_data,1.0,1,0,0,0.076994
marriage.com,insufficient_data,1.0,6,0,0,0.066301
marcwiner.com,insufficient_data,1.0,1,0,0,0.076994
marcieinmommyland.com,insufficient_data,1.0,14,0,0,0.054246
marcelarecipes.com,insufficient_data,1.0,5,0,0,0.068195
manmadediy.com,insufficient_data,1.0,3,0,0,0.072328
mamateaches.com,insufficient_data,1.0,1,0,0,0.076994
mamavation.com,insufficient_data,1.0,2,0,0,0.074588
mandapandaprojects.com,insufficient_data,1.0,4,0,0,0.070201
mandiofthemountains.com,insufficient_data,1.0,29,0,0,0.040455
mandyjackson.com,insufficient_data,1.0,14,0,0,0.054246
mandyolive.com,insufficient_data,1.0,1,0,0,0.076994
manilaspoon.com,insufficient_data,1.0,23,1,1,0.063902
manitobafishingforum.com,insufficient_data,1.0,1,0,0,0.076994
manua.ls,insufficient_data,1.0,1,1,1,0.109252
marcandangel.com,insufficient_data,1.0,1,0,0,0.076994
mapgenie.io,insufficient_data,1.0,1,0,0,0.076994
mapleandmango.com,insufficient_data,1.0,4,0,0,0.070201
mapleworkaid.com,insufficient_data,1.0,3,0,0,0.072328
mappingspain.com,insufficient_data,1.0,1,0,0,0.076994
mappr.co,insufficient_data,1.0,22,1,1,0.065131
maprunner.info,insufficient_data,1.0,19,0,0,0.048711
mapsandmerlot.com,insufficient_data,1.0,6,0,0,0.066301
mapscaping.com,insufficient_data,1.0,17,0,0,0.050784
marriagekidsandmoney.com,insufficient_data,1.0,7,0,0,0.064509
marriedbyhisgrace.com,insufficient_data,1.0,1,0,0,0.076994
marriland.com,insufficient_data,1.0,11,2,2,0.106996
mazda3forums.com,insufficient_data,1.0,6,0,0,0.066301
mathkidsandchaos.com,insufficient_data,1.0,1,0,0,0.076994
mathrubhumi.com,insufficient_data,1.0,3,0,0,0.072328
mattadlard.com,insufficient_data,1.0,9,0,0,0.061201
mauihawaii.org,insufficient_data,1.0,7,0,0,0.064509
maverickbaking.com,insufficient_data,1.0,1,0,0,0.076994
may4bewithyou.com,insufficient_data,1.0,8,0,0,0.062811
mayeightyfive.com,insufficient_data,1.0,8,1,1,0.089127
mayfield-messenger.com,insufficient_data,1.0,2,0,0,0.074588
mazda3revolution.com,insufficient_data,1.0,1,0,0,0.076994
mathforums.com,insufficient_data,1.0,1,0,0,0.076994
mazda6club.com,insufficient_data,1.0,4,0,0,0.070201
mazdaworld.org,insufficient_data,1.0,1,1,1,0.109252
maze.toys,insufficient_data,1.0,4,0,0,0.070201
mbasahm.com,insufficient_data,1.0,2,0,0,0.074588
mbeqclub.com,insufficient_data,1.0,1,0,0,0.076994
mbworld.org,insufficient_data,1.0,2,2,2,0.137088
mcalesternews.com,insufficient_data,1.0,24,0,0,0.0442
mcall.com,insufficient_data,1.0,2,1,1,0.105838
mathgames.com,insufficient_data,1.0,14,0,0,0.054246
mathcelebrity.com,insufficient_data,1.0,27,0,0,0.041874
martharecipes.com,insufficient_data,1.0,2,0,0,0.074588
mashed.com,insufficient_data,1.0,25,3,3,0.097942
marthastewart.com,insufficient_data,1.0,19,0,0,0.048711
marvelsnapzone.com,insufficient_data,1.0,3,0,0,0.072328
maryhannawilson.com,insufficient_data,1.0,5,0,0,0.068195
marystestkitchen.com,insufficient_data,1.0,21,0,0,0.0468
maryuniverse.com,insufficient_data,1.0,1,0,0,0.076994
maseratilife.com,insufficient_data,1.0,3,0,0,0.072328
mashandmix.com,insufficient_data,1.0,4,0,0,0.070201
mashaplans.com,insufficient_data,1.0,18,1,1,0.070559
masonrecipes.com,insufficient_data,1.0,26,2,2,0.078336
mathblog.com,insufficient_data,1.0,2,0,0,0.074588
masscops.com,insufficient_data,1.0,4,0,0,0.070201
masseyratings.com,insufficient_data,1.0,3,0,0,0.072328
masslive.com,insufficient_data,1.0,13,1,1,0.078763
masstime.us,insufficient_data,1.0,2,0,0,0.074588
masterychart.com,insufficient_data,1.0,3,0,0,0.072328
mateorecipes.blog,insufficient_data,1.0,3,2,2,0.132934
materialsix.com,insufficient_data,1.0,12,0,0,0.056829
maternitycomfortsolutions.com,insufficient_data,1.0,6,0,0,0.066301
michiganreefers.com,insufficient_data,1.0,3,0,0,0.072328
mickeyblog.com,insufficient_data,1.0,13,1,1,0.078763
microbiologyinfo.com,insufficient_data,1.0,3,0,0,0.072328
microwaveshub.com,insufficient_data,1.0,4,1,1,0.099612
mominitaly.com,insufficient_data,1.0,13,0,0,0.055508
momjunky.com,insufficient_data,1.0,5,0,0,0.068195
networkbuildz.com,insufficient_data,1.0,2,0,0,0.074588
mommacan.com,insufficient_data,1.0,8,0,0,0.062811
mommakesdinner.com,insufficient_data,1.0,16,0,0,0.051887
mommakesjoy.com,insufficient_data,1.0,1,0,0,0.076994
momminfromscratch.com,insufficient_data,1.0,3,0,0,0.072328
mommity.com,insufficient_data,1.0,1,0,0,0.076994
mommoneymap.com,insufficient_data,1.0,3,0,0,0.072328
mommy-diary.com,insufficient_data,1.0,3,1,1,0.102631
mommyevolution.com,insufficient_data,1.0,16,2,2,0.095366
mommykatandkids.com,insufficient_data,1.0,2,0,0,0.074588
mommyknowswhatsbest.com,insufficient_data,1.0,1,0,0,0.076994
mommymoment.ca,insufficient_data,1.0,1,0,0,0.076994
mommymouseclubhouse.com,insufficient_data,1.0,16,1,1,0.073627
mommyofaprincess.com,insufficient_data,1.0,3,0,0,0.072328
mommyplates.com,insufficient_data,1.0,4,0,0,0.070201
mommypoppins.com,insufficient_data,1.0,6,0,0,0.066301
mommysbundle.com,insufficient_data,1.0,5,0,0,0.068195
mominformed.com,insufficient_data,1.0,3,1,1,0.102631
momhacks101.com,insufficient_data,1.0,7,0,0,0.064509
momentswithmandi.com,insufficient_data,1.0,4,0,0,0.070201
modernteen.co,insufficient_data,1.0,1,1,1,0.109252
modern-glam.com,insufficient_data,1.0,6,0,0,0.066301
modernandmellow.com,insufficient_data,1.0,3,0,0,0.072328
modernasianbaking.com,insufficient_data,1.0,7,1,1,0.091536
moderndecorhome.com,insufficient_data,1.0,3,0,0,0.072328
modernhiker.com,insufficient_data,1.0,6,0,0,0.066301
modernmom.com,insufficient_data,1.0,4,1,1,0.099612
modernmomlife.com,insufficient_data,1.0,1,0,0,0.076994
modernpreschool.com,insufficient_data,1.0,5,0,0,0.068195
modworkshop.net,insufficient_data,1.0,1,0,0,0.076994
momentswithjenny.com,insufficient_data,1.0,2,0,0,0.074588
mohavedailynews.com,insufficient_data,1.0,2,0,0,0.074588
mokze.com,insufficient_data,1.0,1,0,0,0.076994
moldhelpforyou.com,insufficient_data,1.0,13,2,2,0.102019
momadvice.com,insufficient_data,1.0,4,0,0,0.070201
momalwaysfindsout.com,insufficient_data,1.0,4,0,0,0.070201
mombeach.com,insufficient_data,1.0,4,0,0,0.070201
momdishes.com,insufficient_data,1.0,5,0,0,0.068195
momdot.com,insufficient_data,1.0,20,0,0,0.047736
mommysmemorandum.com,insufficient_data,1.0,2,0,0,0.074588
mommytomom.com,insufficient_data,1.0,4,0,0,0.070201
mommytravels.net,insufficient_data,1.0,1,0,0,0.076994
mooresvilletribune.com,insufficient_data,1.0,4,0,0,0.070201
montanarightnow.com,insufficient_data,1.0,4,0,0,0.070201
montereyherald.com,insufficient_data,1.0,2,0,0,0.074588
montessorinature.com,insufficient_data,1.0,13,0,0,0.055508
montgomeryherald.com,insufficient_data,1.0,11,0,0,0.058215
moonandmagnolia.com,insufficient_data,1.0,1,0,0,0.076994
moonandspoonandyum.com,insufficient_data,1.0,1,1,1,0.109252
moonhoneytravel.com,insufficient_data,1.0,13,0,0,0.055508
mooreorlesscooking.com,insufficient_data,1.0,19,0,0,0.048711
mooshujenne.com,insufficient_data,1.0,1,0,0,0.076994
monicawantsit.com,insufficient_data,1.0,7,0,0,0.064509
mopyfoods.com,insufficient_data,1.0,4,0,0,0.070201
mor-tv.com,insufficient_data,1.0,4,0,0,0.070201
morelimedia.com,insufficient_data,1.0,18,3,3,0.112226
moremomma.com,insufficient_data,1.0,5,0,0,0.068195
morethanamummy.com,insufficient_data,1.0,18,1,1,0.070559
morethanjustparks.com,insufficient_data,1.0,18,1,1,0.070559
moretimetotravel.com,insufficient_data,1.0,2,0,0,0.074588
morganton.com,insufficient_data,1.0,6,0,0,0.066301
monkeysandmountains.com,insufficient_data,1.0,4,1,1,0.099612
monicaswanson.com,insufficient_data,1.0,10,0,0,0.059671
momontheside.com,insufficient_data,1.0,1,0,0,0.076994
momtivational.com,insufficient_data,1.0,9,1,1,0.086842
momsandmunchkins.ca,insufficient_data,1.0,2,0,0,0.074588
momsavesmoney.net,insufficient_data,1.0,1,0,0,0.076994
momsbakingco.com,insufficient_data,1.0,2,0,0,0.074588
momsecrets.co,insufficient_data,1.0,26,0,0,0.042622
momsgotthestuff.com,insufficient_data,1.0,1,0,0,0.076994
momshealth.co,insufficient_data,1.0,7,0,0,0.064509
momskoop.com,insufficient_data,1.0,11,1,1,0.082605
momspark.net,insufficient_data,1.0,14,0,0,0.054246
momtomomnutrition.com,insufficient_data,1.0,1,0,0,0.076994
moneywisesteward.com,insufficient_data,1.0,3,0,0,0.072328
momwithcookies.com,insufficient_data,1.0,24,0,0,0.0442
momycooks.com,insufficient_data,1.0,2,1,1,0.105838
mondayismeatloaf.com,insufficient_data,1.0,10,1,1,0.084671
moneybliss.org,insufficient_data,1.0,9,0,0,0.061201
moneymindedmom.com,insufficient_data,1.0,11,0,0,0.058215
moneysmartfamily.com,insufficient_data,1.0,2,0,0,0.074588
moneysmartguides.com,insufficient_data,1.0,2,0,0,0.074588
moneywisemoms.com,insufficient_data,1.0,8,1,1,0.089127
modeltrainforum.com,insufficient_data,1.0,8,1,1,0.089127
moddedmustangs.com,insufficient_data,1.0,5,0,0,0.068195
modbee.com,insufficient_data,1.0,5,1,1,0.096766
mindfulavocado.com,insufficient_data,1.0,5,0,0,0.068195
milkandcardamom.com,insufficient_data,1.0,2,0,0,0.074588
millennialhawk.com,insufficient_data,1.0,1,0,0,0.076994
millennialhomeowner.com,insufficient_data,1.0,3,0,0,0.072328
milwaukeemom.com,insufficient_data,1.0,1,0,0,0.076994
mimisdollhouse.com,insufficient_data,1.0,22,0,0,0.0459
mimosasandmotherhood.com,insufficient_data,1.0,2,0,0,0.074588
mincerepublic.com,insufficient_data,1.0,5,0,0,0.068195
mindeasy.com,insufficient_data,1.0,1,0,0,0.076994
mindfullyamerican.com,insufficient_data,1.0,1,0,0,0.076994
milfordmirror.com,insufficient_data,1.0,27,1,1,0.059418
mindfullyglam.com,insufficient_data,1.0,4,2,2,0.129024
mindfulmazing.com,insufficient_data,1.0,4,0,0,0.070201
mindfulofthehome.com,insufficient_data,1.0,10,0,0,0.059671
mindjoggle.com,insufficient_data,1.0,13,1,1,0.078763
minds-in-bloom.com,insufficient_data,1.0,10,0,0,0.059671
mindsmaking.com,insufficient_data,1.0,7,0,0,0.064509
mindspacecafe.com,insufficient_data,1.0,25,1,1,0.061579
minecraft-guides.com,insufficient_data,1.0,8,0,0,0.062811
milkallergymom.com,insufficient_data,1.0,5,0,0,0.068195
mileyshome.com,insufficient_data,1.0,4,1,1,0.099612
minimalismmadesimple.com,insufficient_data,1.0,2,0,0,0.074588
midwestliving.com,insufficient_data,1.0,3,0,0,0.072328
mid-day.com,insufficient_data,1.0,24,1,1,0.062719
middleeasy.com,insufficient_data,1.0,6,0,0,0.066301
middlekingdomrescue.com,insufficient_data,1.0,1,0,0,0.076994
midgeos.com,insufficient_data,1.0,3,0,0,0.072328
midination.com,insufficient_data,1.0,1,0,0,0.076994
midlifehealthyliving.com,insufficient_data,1.0,6,0,0,0.066301
midliferambler.com,insufficient_data,1.0,28,2,2,0.075635
midwestexplored.com,insufficient_data,1.0,3,0,0,0.072328
midwestmodernmomma.com,insufficient_data,1.0,1,0,0,0.076994
milestalk.com,insufficient_data,1.0,6,0,0,0.066301
mighty990.com,insufficient_data,1.0,4,0,0,0.070201
mightyexpert.com,insufficient_data,1.0,6,0,0,0.066301
migratingmiss.com,insufficient_data,1.0,13,0,0,0.055508
mikeandlauratravel.com,insufficient_data,1.0,3,1,1,0.102631
mikesmithenterprisesblog.com,insufficient_data,1.0,4,0,0,0.070201
milehighsticking.com,insufficient_data,1.0,3,0,0,0.072328
milepro.com,insufficient_data,1.0,7,0,0,0.064509
milesforfamily.com,insufficient_data,1.0,20,2,2,0.087736
mini-magazine.com,insufficient_data,1.0,6,0,0,0.066301
miningpoolstats.stream,insufficient_data,1.0,10,1,1,0.084671
modandmint.com,insufficient_data,1.0,4,0,0,0.070201
mmaweekly.com,insufficient_data,1.0,21,4,4,0.125232
mkcforum.com,insufficient_data,1.0,2,0,0,0.074588
mkeed.com,insufficient_data,1.0,14,1,1,0.076973
mklibrary.com,insufficient_data,1.0,1,0,0,0.076994
mkzforum.com,insufficient_data,1.0,1,0,0,0.076994
mlbtraderumors.com,insufficient_data,1.0,2,0,0,0.074588
mlslistings.com,insufficient_data,1.0,7,0,0,0.064509
mlsmultiplex.com,insufficient_data,1.0,1,1,1,0.109252
mmanews.com,insufficient_data,1.0,4,3,3,0.158436
mmbbookblog.com,insufficient_data,1.0,4,0,0,0.070201
mjsbigblog.com,insufficient_data,1.0,14,0,0,0.054246
mmbites.com,insufficient_data,1.0,8,0,0,0.062811
